14-DigitPINNumber,StreetNumber,Dir.,StreetName,Type,Sq.Ft.,Ward,CommunityArea,ZoningClassification,TIFDistrict,Location
25-24-207-019-0000,11645,S,BENSLEY,AVE,"3,128",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"11645 S BENSLEY AVE
CHICAGO, IL
"
25-24-208-019-0000,11645,S,CALHOUN,AVE,"3,126",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"11645 S CALHOUN AVE
CHICAGO, IL
"
25-24-210-049-0000,11745,S,PAXTON,AVE,"92,565",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"11745 S PAXTON AVE
CHICAGO, IL
"
25-24-214-020-0000,11749,S,YATES,AVE,"3,126",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"11749 S YATES AVE
CHICAGO, IL
"
25-24-402-002-0000,11800,S,OGLESBY,AVE,"79,010",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"11800 S OGLESBY AVE
CHICAGO, IL
"
25-24-421-012-0000,12033,S,BENSLEY,AVE,"3,721",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12033 S BENSLEY AVE
CHICAGO, IL
"
25-24-421-025-0000,12012,S,CALHOUN,AVE,"3,718",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12012 S CALHOUN AVE
CHICAGO, IL
"
25-24-428-013-0000,12135,S,YATES,AVE,"3,720",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12135 S YATES AVE
CHICAGO, IL
"
25-24-428-026-0000,12114,S,BENSLEY,AVE,"3,719",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12114 S BENSLEY AVE
CHICAGO, IL
"
25-24-429-002-0000,12103,S,BENSLEY,AVE,"3,718",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12103 S BENSLEY AVE
CHICAGO, IL
"
25-24-429-007-0000,12117,S,BENSLEY,AVE,"3,721",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12117 S BENSLEY AVE
CHICAGO, IL
"
25-25-200-025-0000,12200,S,LUELLA,AVE,"2,750",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12200 S LUELLA AVE
CHICAGO, IL
"
25-25-200-026-0000,12202,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12202 S LUELLA AVE
CHICAGO, IL
"
25-25-200-027-0000,12204,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12204 S LUELLA AVE
CHICAGO, IL
"
25-25-200-028-0000,12208,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12208 S LUELLA AVE
CHICAGO, IL
"
25-25-200-029-0000,12210,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12210 S LUELLA AVE
CHICAGO, IL
"
25-25-200-030-0000,12212,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12212 S LUELLA AVE
CHICAGO, IL
"
25-25-200-031-0000,12214,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12214 S LUELLA AVE
CHICAGO, IL
"
25-25-200-032-0000,12216,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12216 S LUELLA AVE
CHICAGO, IL
"
25-25-200-033-0000,12220,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12220 S LUELLA AVE
CHICAGO, IL
"
25-25-200-034-0000,12222,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12222 S LUELLA AVE
CHICAGO, IL
"
25-25-200-035-0000,12224,S,LUELLA,AVE,"3,118",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12224 S LUELLA AVE
CHICAGO, IL
"
25-25-200-036-0000,12226,S,LUELLA,AVE,"3,133",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12226 S LUELLA AVE
CHICAGO, IL
"
25-25-200-037-0000,12230,S,LUELLA,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12230 S LUELLA AVE
CHICAGO, IL
"
25-25-200-038-0000,12232,S,LUELLA,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12232 S LUELLA AVE
CHICAGO, IL
"
25-25-200-039-0000,12234,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12234 S LUELLA AVE
CHICAGO, IL
"
25-25-200-040-0000,12236,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12236 S LUELLA AVE
CHICAGO, IL
"
25-25-200-041-0000,12240,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12240 S LUELLA AVE
CHICAGO, IL
"
25-25-200-042-0000,12242,S,LUELLA,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12242 S LUELLA AVE
CHICAGO, IL
"
25-25-200-043-0000,12244,S,LUELLA,AVE,"3,118",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12244 S LUELLA AVE
CHICAGO, IL
"
25-25-200-044-0000,12246,S,LUELLA,AVE,"3,134",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12246 S LUELLA AVE
CHICAGO, IL
"
25-25-200-045-0000,12248,S,LUELLA,AVE,"3,164",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12248 S LUELLA AVE
CHICAGO, IL
"
25-25-200-046-0000,12252,S,LUELLA,AVE,"3,082",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12252 S LUELLA AVE
CHICAGO, IL
"
25-25-200-047-0000,12254,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12254 S LUELLA AVE
CHICAGO, IL
"
25-25-200-048-0000,12256,S,LUELLA,AVE,"2,749",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12256 S LUELLA AVE
CHICAGO, IL
"
25-25-201-001-0000,12201,S,LUELLA,AVE,"2,751",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12201 S LUELLA AVE
CHICAGO, IL
"
25-25-201-002-0000,12203,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12203 S LUELLA AVE
CHICAGO, IL
"
25-25-201-003-0000,12205,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12205 S LUELLA AVE
CHICAGO, IL
"
25-25-201-004-0000,12209,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12209 S LUELLA AVE
CHICAGO, IL
"
25-25-201-005-0000,12211,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12211 S LUELLA AVE
CHICAGO, IL
"
25-25-201-006-0000,12213,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12213 S LUELLA AVE
CHICAGO, IL
"
25-25-201-007-0000,12215,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12215 S LUELLA AVE
CHICAGO, IL
"
25-25-201-008-0000,12217,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12217 S LUELLA AVE
CHICAGO, IL
"
25-25-201-009-0000,12221,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12221 S LUELLA AVE
CHICAGO, IL
"
25-25-201-010-0000,12223,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12223 S LUELLA AVE
CHICAGO, IL
"
25-25-201-011-0000,12225,S,LUELLA,AVE,"3,120",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12225 S LUELLA AVE
CHICAGO, IL
"
25-25-201-012-0000,12227,S,LUELLA,AVE,"3,132",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12227 S LUELLA AVE
CHICAGO, IL
"
25-25-201-013-0000,12231,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12231 S LUELLA AVE
CHICAGO, IL
"
25-25-201-014-0000,12233,S,LUELLA,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12233 S LUELLA AVE
CHICAGO, IL
"
25-25-201-015-0000,12235,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12235 S LUELLA AVE
CHICAGO, IL
"
25-25-201-016-0000,12237,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12237 S LUELLA AVE
CHICAGO, IL
"
25-25-201-017-0000,12241,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12241 S LUELLA AVE
CHICAGO, IL
"
25-25-201-018-0000,12243,S,LUELLA,AVE,"3,121",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12243 S LUELLA AVE
CHICAGO, IL
"
25-25-201-019-0000,12245,S,LUELLA,AVE,"3,120",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12245 S LUELLA AVE
CHICAGO, IL
"
25-25-201-020-0000,12247,S,LUELLA,AVE,"3,134",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12247 S LUELLA AVE
CHICAGO, IL
"
25-25-201-021-0000,12249,S,LUELLA,AVE,"3,160",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12249 S LUELLA AVE
CHICAGO, IL
"
25-25-201-022-0000,12253,S,LUELLA,AVE,"3,088",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12253 S LUELLA AVE
CHICAGO, IL
"
25-25-201-023-0000,12255,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12255 S LUELLA AVE
CHICAGO, IL
"
25-25-201-024-0000,12257,S,LUELLA,AVE,"2,750",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12257 S LUELLA AVE
CHICAGO, IL
"
25-25-201-025-0000,12200,S,CRANDON,AVE,"2,750",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12200 S CRANDON AVE
CHICAGO, IL
"
25-25-201-026-0000,12202,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12202 S CRANDON AVE
CHICAGO, IL
"
25-25-201-027-0000,12204,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12204 S CRANDON AVE
CHICAGO, IL
"
25-25-201-028-0000,12208,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12208 S CRANDON AVE
CHICAGO, IL
"
25-25-201-029-0000,12210,S,CRANDON,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12210 S CRANDON AVE
CHICAGO, IL
"
25-25-201-030-0000,12212,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12212 S CRANDON AVE
CHICAGO, IL
"
25-25-201-031-0000,12214,S,CRANDON,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12214 S CRANDON AVE
CHICAGO, IL
"
25-25-201-032-0000,12216,S,CRANDON,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12216 S CRANDON AVE
CHICAGO, IL
"
25-25-201-033-0000,12220,S,CRANDON,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12220 S CRANDON AVE
CHICAGO, IL
"
25-25-201-034-0000,12222,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12222 S CRANDON AVE
CHICAGO, IL
"
25-25-201-035-0000,12224,S,CRANDON,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12224 S CRANDON AVE
CHICAGO, IL
"
25-25-201-036-0000,12226,S,CRANDON,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12226 S CRANDON AVE
CHICAGO, IL
"
25-25-201-037-0000,12230,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12230 S CRANDON AVE
CHICAGO, IL
"
25-25-201-038-0000,12232,S,CRANDON,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12232 S CRANDON AVE
CHICAGO, IL
"
25-25-201-039-0000,12234,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12234 S CRANDON AVE
CHICAGO, IL
"
25-25-201-040-0000,12236,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12236 S CRANDON AVE
CHICAGO, IL
"
25-25-201-041-0000,12240,S,CRANDON,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12240 S CRANDON AVE
CHICAGO, IL
"
25-25-201-042-0000,12242,S,CRANDON,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12242 S CRANDON AVE
CHICAGO, IL
"
25-25-201-043-0000,12244,S,CRANDON,AVE,"3,121",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12244 S CRANDON AVE
CHICAGO, IL
"
25-25-201-044-0000,12246,S,CRANDON,AVE,"3,131",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12246 S CRANDON AVE
CHICAGO, IL
"
25-25-201-045-0000,12248,S,CRANDON,AVE,"3,155",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12248 S CRANDON AVE
CHICAGO, IL
"
25-25-201-046-0000,12252,S,CRANDON,AVE,"3,095",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12252 S CRANDON AVE
CHICAGO, IL
"
25-25-201-047-0000,12254,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12254 S CRANDON AVE
CHICAGO, IL
"
25-25-201-048-0000,12256,S,CRANDON,AVE,"2,749",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12256 S CRANDON AVE
CHICAGO, IL
"
25-25-202-001-0000,12201,S,CRANDON,AVE,"2,750",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12201 S CRANDON AVE
CHICAGO, IL
"
25-25-202-005-0000,12211,S,CRANDON,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12211 S CRANDON AVE
CHICAGO, IL
"
25-25-202-006-0000,12213,S,CRANDON,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12213 S CRANDON AVE
CHICAGO, IL
"
25-25-202-007-0000,12215,S,CRANDON,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12215 S CRANDON AVE
CHICAGO, IL
"
25-25-202-008-0000,12217,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12217 S CRANDON AVE
CHICAGO, IL
"
25-25-202-009-0000,12221,S,CRANDON,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12221 S CRANDON AVE
CHICAGO, IL
"
25-25-202-010-0000,12223,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12223 S CRANDON AVE
CHICAGO, IL
"
25-25-202-011-0000,12225,S,CRANDON,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12225 S CRANDON AVE
CHICAGO, IL
"
25-25-202-012-0000,12227,S,CRANDON,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12227 S CRANDON AVE
CHICAGO, IL
"
25-25-202-013-0000,12231,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12231 S CRANDON AVE
CHICAGO, IL
"
25-25-202-014-0000,12233,S,CRANDON,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12233 S CRANDON AVE
CHICAGO, IL
"
25-25-202-015-0000,12235,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12235 S CRANDON AVE
CHICAGO, IL
"
25-25-202-016-0000,12237,S,CRANDON,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12237 S CRANDON AVE
CHICAGO, IL
"
25-25-202-017-0000,12241,S,CRANDON,AVE,"3,128",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12241 S CRANDON AVE
CHICAGO, IL
"
25-25-202-018-0000,12243,S,CRANDON,AVE,"3,120",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12243 S CRANDON AVE
CHICAGO, IL
"
25-25-202-019-0000,12245,S,CRANDON,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12245 S CRANDON AVE
CHICAGO, IL
"
25-25-202-020-0000,12247,S,CRANDON,AVE,"3,129",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12247 S CRANDON AVE
CHICAGO, IL
"
25-25-202-021-0000,12249,S,CRANDON,AVE,"3,148",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12249 S CRANDON AVE
CHICAGO, IL
"
25-25-202-022-0000,12253,S,CRANDON,AVE,"3,103",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12253 S CRANDON AVE
CHICAGO, IL
"
25-25-202-023-0000,12255,S,CRANDON,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12255 S CRANDON AVE
CHICAGO, IL
"
25-25-202-024-0000,12257,S,CRANDON,AVE,"2,748",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12257 S CRANDON AVE
CHICAGO, IL
"
25-25-203-050-0000,12222,S,YATES,AVE,"28,512",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12222 S YATES AVE
CHICAGO, IL
"
25-25-205-002-0000,12203,S,BENSLEY,AVE,"3,122",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12203 S BENSLEY AVE
CHICAGO, IL
"
25-25-205-011-0000,12225,S,BENSLEY,AVE,"3,125",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12225 S BENSLEY AVE
CHICAGO, IL
"
25-25-206-020-0000,12247,S,CALHOUN,AVE,"3,125",10,SOUTH DEERING,POS-3,Lake Calumet Ind. Corridor,"12247 S CALHOUN AVE
CHICAGO, IL
"
25-25-208-025-0000,12300,S,LUELLA,AVE,"2,746",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12300 S LUELLA AVE
CHICAGO, IL
"
25-25-208-026-0000,12302,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12302 S LUELLA AVE
CHICAGO, IL
"
25-25-208-027-0000,12306,S,LUELLA,AVE,"3,129",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12306 S LUELLA AVE
CHICAGO, IL
"
25-25-208-028-0000,12308,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12308 S LUELLA AVE
CHICAGO, IL
"
25-25-208-029-0000,12310,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12310 S LUELLA AVE
CHICAGO, IL
"
25-25-208-030-0000,12312,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12312 S LUELLA AVE
CHICAGO, IL
"
25-25-208-031-0000,12314,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12314 S LUELLA AVE
CHICAGO, IL
"
25-25-208-032-0000,12316,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12316 S LUELLA AVE
CHICAGO, IL
"
25-25-208-033-0000,12320,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12320 S LUELLA AVE
CHICAGO, IL
"
25-25-208-034-0000,12322,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12322 S LUELLA AVE
CHICAGO, IL
"
25-25-208-035-0000,12324,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12324 S LUELLA AVE
CHICAGO, IL
"
25-25-208-036-0000,12326,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12326 S LUELLA AVE
CHICAGO, IL
"
25-25-208-037-0000,12330,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12330 S LUELLA AVE
CHICAGO, IL
"
25-25-208-038-0000,12332,S,LUELLA,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12332 S LUELLA AVE
CHICAGO, IL
"
25-25-208-039-0000,12334,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12334 S LUELLA AVE
CHICAGO, IL
"
25-25-208-040-0000,12336,S,LUELLA,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12336 S LUELLA AVE
CHICAGO, IL
"
25-25-208-041-0000,12340,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12340 S LUELLA AVE
CHICAGO, IL
"
25-25-208-042-0000,12342,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12342 S LUELLA AVE
CHICAGO, IL
"
25-25-208-043-0000,12344,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12344 S LUELLA AVE
CHICAGO, IL
"
25-25-208-044-0000,12346,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12346 S LUELLA AVE
CHICAGO, IL
"
25-25-208-045-0000,12348,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12348 S LUELLA AVE
CHICAGO, IL
"
25-25-208-046-0000,12352,S,LUELLA,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12352 S LUELLA AVE
CHICAGO, IL
"
25-25-208-047-0000,12354,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12354 S LUELLA AVE
CHICAGO, IL
"
25-25-208-048-0000,12356,S,LUELLA,AVE,"2,746",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12356 S LUELLA AVE
CHICAGO, IL
"
25-25-209-001-0000,12301,S,LUELLA,AVE,"2,747",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12301 S LUELLA AVE
CHICAGO, IL
"
25-25-209-002-0000,12303,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12303 S LUELLA AVE
CHICAGO, IL
"
25-25-209-003-0000,12305,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12305 S LUELLA AVE
CHICAGO, IL
"
25-25-209-004-0000,12309,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12309 S LUELLA AVE
CHICAGO, IL
"
25-25-209-005-0000,12311,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12311 S LUELLA AVE
CHICAGO, IL
"
25-25-209-006-0000,12313,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12313 S LUELLA AVE
CHICAGO, IL
"
25-25-209-007-0000,12315,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12315 S LUELLA AVE
CHICAGO, IL
"
25-25-209-008-0000,12317,S,LUELLA,AVE,"3,129",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12317 S LUELLA AVE
CHICAGO, IL
"
25-25-209-009-0000,12321,S,LUELLA,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12321 S LUELLA AVE
CHICAGO, IL
"
25-25-209-010-0000,12323,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12323 S LUELLA AVE
CHICAGO, IL
"
25-25-209-011-0000,12325,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12325 S LUELLA AVE
CHICAGO, IL
"
25-25-209-012-0000,12327,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12327 S LUELLA AVE
CHICAGO, IL
"
25-25-209-013-0000,12331,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12331 S LUELLA AVE
CHICAGO, IL
"
25-25-209-014-0000,12333,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12333 S LUELLA AVE
CHICAGO, IL
"
25-25-209-015-0000,12335,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12335 S LUELLA AVE
CHICAGO, IL
"
25-25-209-016-0000,12337,S,LUELLA,AVE,"3,122",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12337 S LUELLA AVE
CHICAGO, IL
"
25-25-209-017-0000,12341,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12341 S LUELLA AVE
CHICAGO, IL
"
25-25-209-018-0000,12343,S,LUELLA,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12343 S LUELLA AVE
CHICAGO, IL
"
25-25-209-019-0000,12345,S,LUELLA,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12345 S LUELLA AVE
CHICAGO, IL
"
25-25-209-020-0000,12347,S,LUELLA,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12347 S LUELLA AVE
CHICAGO, IL
"
25-25-209-021-0000,12349,S,LUELLA,AVE,"3,123",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12349 S LUELLA AVE
CHICAGO, IL
"
25-25-209-022-0000,12353,S,LUELLA,AVE,"3,130",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12353 S LUELLA AVE
CHICAGO, IL
"
